# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size200_cover10.faa.out.hmmsearch.tab
# list_file=oxli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in oxli.txt = 53

	PF00067	PF00115	PF00116	PF00117	PF00120	PF00142	PF00148	PF00173	PF00174	PF00175	PF00194	PF00208	PF00310	PF00384	PF00441	PF00484	PF00696	PF00795	PF00970	PF00988	PF01077	PF01493	PF01568	PF01645	PF02142	PF02239	PF02335	PF02461	PF02560	PF02665	PF02771	PF02786	PF02787	PF02812	PF03060	PF03063	PF03069	PF03139	PF03404	PF03460	PF03951	PF04324	PF04879	PF04898	PF05088	PF07732	PF07992	PF11844	PF13247	PF13442	PF13447	PF13806	PF14691	PF14710	PF14711
Pseudomonas fluorescens SBW25	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Ralstonia eutropha H16	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Helicobacter acinonychis str. Sheeba	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Yersinia enterocolitica subsp. enterocolitica 8081	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
Alcanivorax borkumensis SK2	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Staphylococcus carnosus subsp. carnosus TM300	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1
Lactococcus lactis subsp. cremoris MG1363	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Burkholderia cenocepacia J2315	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Streptococcus uberis 0140J	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Buchnera aphidicola str. APS (Acyrthosiphon pisum)	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Mesorhizobium loti MAFF303099	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Clostridium perfringens str. 13	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Nostoc sp. PCC 7120	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0
Synechocystis sp. PCC 6803	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0
Vibrio vulnificus YJ016	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Streptomyces avermitilis MA-4680 = NBRC 14893	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Geobacillus kaustophilus HTA426	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0
Nocardia farcinica IFM 10152	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Bacillus clausii KSM-K16	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1
Onion yellows phytoplasma OY-M	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Staphylococcus haemolyticus JCSC1435	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1
Symbiobacterium thermophilum IAM 14863	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	0
Bacteroides fragilis YCH46	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Chlamydia felis Fe/C-56	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thermococcus kodakarensis KOD1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Magnetospirillum magneticum AMB-1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0
Lactobacillus reuteri JCM 1112	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1
Desulfitobacterium hafniense Y51	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1
Synechococcus elongatus PCC 6301	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0
Sodalis glossinidius str. 'morsitans'	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0
Rhodococcus erythropolis PR4	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0
Lactobacillus fermentum IFO 3956	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1
Brevibacillus brevis NBRC 100599	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0
Finegoldia magna ATCC 29328	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Orientia tsutsugamushi str. Ikeda	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Corynebacterium glutamicum R	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1
Clostridium kluyveri NBRC 12016	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0
Kocuria rhizophila DC2201	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	0
Gemmatimonas aurantiaca T-27	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0
Nitratiruptor sp. SB155-2	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0
Sulfurovum sp. NBC37-1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0	0
Candidatus Vesicomyosocius okutanii HA	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1
Bifidobacterium adolescentis ATCC 15703	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Azorhizobium caulinodans ORS 571	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1
Burkholderia multivorans ATCC 17616	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
Macrococcus caseolyticus JCSC5402	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1
Streptomyces griseus subsp. griseus NBRC 13350	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Microcystis aeruginosa NIES-843	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Desulfovibrio magneticus RS-1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0
Streptococcus dysgalactiae subsp. equisimilis GGS_124	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Azospirillum sp. B510	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
Hydrogenobacter thermophilus TK-6	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0
Rhodococcus opacus B4	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Acetobacter pasteurianus IFO 3283-01	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0
Deferribacter desulfuricans SSM1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0
Rothia mucilaginosa DY-18	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1
Lactobacillus rhamnosus GG	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0
Bacteroides thetaiotaomicron VPI-5482	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0
Haloarcula marismortui ATCC 43049	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0
Pyrococcus horikoshii OT3	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0
Bacillus halodurans C-125	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0
Thermoplasma volcanium GSS1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Sulfolobus tokodaii str. 7	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0
Mycoplasma penetrans HF-2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Oceanobacillus iheyensis HTE831	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0
Corynebacterium efficiens YS-314	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1
Thermosynechococcus elongatus BP-1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0
Bradyrhizobium diazoefficiens USDA 110	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0
Gloeobacter violaceus PCC 7421	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0
Mycoplasma mycoides subsp. mycoides SC str. PG1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prochlorococcus marinus subsp. pastoris str. CCMP1986	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
Prochlorococcus marinus str. MIT 9313	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
Burkholderia pseudomallei K96243	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1
Methanococcus maripaludis S2	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0
Pectobacterium atrosepticum SCRI1043	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1
Gluconobacter oxydans 621H	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0
Helicobacter pylori 51	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
Candidatus Blochmannia pennsylvanicus str. BPEN	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Haemophilus somnus 129PT	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0
Vibrio fischeri ES114	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0
Streptococcus thermophilus LMG 18311	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Dehalococcoides mccartyi 195	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0
Anaplasma marginale str. St. Maries	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Ruegeria pomeroyi DSS-3	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0
Lactobacillus acidophilus NCFM	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Borrelia turicatae 91E135	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Rickettsia felis URRWXCal2	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Haemophilus influenzae 86-028NP	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0
Pseudomonas savastanoi pv. phaseolicola 1448A	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Aster yellows witches'-broom phytoplasma AYWB	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudomonas syringae pv. syringae B728a	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Pseudomonas protegens Pf-5	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0
Sulfolobus acidocaldarius DSM 639	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0
Psychrobacter arcticus 273-4	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1
Colwellia psychrerythraea 34H	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0
Candidatus Pelagibacter ubique HTCC1062	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0
Burkholderia thailandensis E264	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1
Rickettsia bellii RML369-C	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Thermobifida fusca YX	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	0	0
Dechloromonas aromatica RCB	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0
Pseudomonas fluorescens Pf0-1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Prochlorococcus marinus str. NATL2A	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
Chlorobium luteolum DSM 273	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0
