# dom_assign_file=genomes_refseq_nr_22122016_size100_cover10.faa.out.hmmsearch.tab
# list_file=suli.nr25122016.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in suli.nr25122016.txt = 161

	PF00005	PF00009	PF00034	PF00037	PF00106	PF00111	PF00124	PF00171	PF00174	PF00175	PF00202	PF00205	PF00258	PF00291	PF00296	PF00355	PF00374	PF00378	PF00384	PF00389	PF00441	PF00459	PF00484	PF00501	PF00528	PF00534	PF00556	PF00557	PF00581	PF00667	PF00848	PF00890	PF00970	PF01011	PF01058	PF01070	PF01077	PF01087	PF01208	PF01292	PF01370	PF01384	PF01507	PF01515	PF01553	PF01568	PF01571	PF01583	PF01613	PF01747	PF02332	PF02406	PF02515	PF02615	PF02635	PF02662	PF02665	PF02668	PF02770	PF02771	PF02775	PF02776	PF02826	PF02872	PF02910	PF03358	PF03404	PF03460	PF03916	PF03967	PF04069	PF04077	PF04173	PF04295	PF04358	PF04663	PF04879	PF04945	PF05239	PF05398	PF06099	PF07680	PF07682	PF07992	PF08669	PF08770	PF09084	PF09242	PF09459	PF10418	PF10518	PF11511	PF12139	PF12800	PF12806	PF12831	PF12838	PF12857	PF13183	PF13187	PF13193	PF13247	PF13360	PF13439	PF13442	PF13501	PF13531	PF13577	PF14306	PF14697	PF16867	PF17179
[Pseudomonas syringae] pv. tomato str. DC3000	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	0
Bacillus cereus ATCC 14579	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0
Bacillus anthracis str. Ames	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0
Mycobacterium avium subsp. paratuberculosis K-10	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1
Helicobacter hepaticus ATCC 51449	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1
Prochlorococcus marinus subsp. marinus str. CCMP1375	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0
Haemophilus ducreyi 35000HP	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0
Geobacter sulfurreducens PCA	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1
Bacillus cereus ATCC 10987	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0
Wolbachia endosymbiont of Drosophila melanogaster	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0
Rickettsia typhi str. Wilmington	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0
Lactobacillus johnsonii NCC 533	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thermus thermophilus HB27	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0
Treponema denticola ATCC 35405	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0
Mycoplasma hyopneumoniae J	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma synoviae 53	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Picrophilus torridus DSM 9790	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0
Listeria monocytogenes serotype 4b str. F2365	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0
Mesoplasma florum L1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylococcus capsulatus str. Bath	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1
Propionibacterium acnes KPA171202	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0
Mycoplasma mobile 163K	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolbachia endosymbiont strain TRS of Brugia malayi	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0
Bacillus licheniformis DSM 13 = ATCC 14580	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	0
Idiomarina loihiensis L2TR	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0
Legionella pneumophila subsp. pneumophila str. Philadelphia 1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0
Helicobacter pylori 26695	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	0	0
Thermotoga maritima MSB8	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0
Deinococcus radiodurans R1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0
Mycobacterium tuberculosis CDC1551	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0
Treponema pallidum subsp. pallidum str. Nichols	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquifex aeolicus VF5	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0
Methanothermobacter thermautotrophicus str. Delta H	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0
Archaeoglobus fulgidus DSM 4304	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Borrelia burgdorferi B31	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Chlamydia trachomatis D/UW-3/CX	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium acetobutylicum ATCC 824	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1
Helicobacter pylori J99	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1
Neisseria meningitidis MC58	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0
Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	1	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus salivarius UCC118	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0
Francisella tularensis subsp. tularensis SCHU S4	1	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0
Staphylococcus aureus RF122	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0
Dehalococcoides mccartyi CBDB1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0
Bacillus subtilis subsp. subtilis str. 168	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0
Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0
Ralstonia solanacearum GMI1000	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
Nitrosomonas europaea ATCC 19718	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1
Xanthomonas campestris pv. vesicatoria str. 85-10	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0
Haloquadratum walsbyi DSM 16790	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0
Clostridioides difficile 630	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1
Pseudomonas fluorescens SBW25	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1
Ralstonia eutropha H16	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0
Helicobacter acinonychis str. Sheeba	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	1
